question_id,question,hop_diameter,repeat_idx,llama_response
117,What is the percentage of loan amount that has been fully paid with no issue.,0,0,"```python
import pandas as pd

def loan_amount_fully_paid(df_loan):
    fully_paid = df_loan[df_loan['status'] == 'fully paid']
    fully_paid_amount = fully_paid['amount'].sum()
    total_amount = df_loan['amount'].sum()
    
    if total_amount == 0:
        return 0
    else:
        return (fully_paid_amount / total_amount) * 100

fully_paid_percentage = loan_amount_fully_paid(df_loan)
print(fully_paid_percentage)
```

```python
import pandas as pd

def loan_amount_fully_paid(df_loan):
    fully_paid = df_loan[df_loan['status'] == 'fully paid']
    fully_paid_amount = fully_paid['amount'].sum()
    total_amount = df_loan['amount'].sum()
    
    if total_amount == 0:
        return 0
    else:
        return (fully_paid_amount / total_amount) * 100

fully_paid_percentage = loan_amount_fully_paid(df_loan)
print(fully_paid_percentage)
```"
117,What is the percentage of loan amount that has been fully paid with no issue.,0,1,"```python
import pandas as pd

def loan_amount_paid(df_loan):
    # Filter loans that are fully paid with no issue
    fully_paid_loans = df_loan[(df_loan['status'] == 'fully paid') & (df_loan['k_symbol'] == 'no issue')]
    
    # Calculate the total loan amount
    total_loan_amount = df_loan['amount'].sum()
    
    # Calculate the percentage of fully paid loan amount
    fully_paid_percentage = (fully_paid_loans['amount'].sum() / total_loan_amount) * 100
    
    return fully_paid_percentage

# Assuming the DataFrames are loaded
loan_amount_paid(df_loan=df_loan)
```

Alternatively, you can use the `groupby` method to calculate the percentage:

```python
import pandas as pd

def loan_amount_paid(df_loan):
    # Group by status and k_symbol, then calculate the sum of amount
    fully_paid_loans = df_loan.groupby(['status', 'k_symbol'])['amount'].sum().reset_index()
    
    # Filter the fully paid loans with no issue
    fully_paid_loans = fully_paid_loans[(fully_paid_loans['status'] == 'fully paid') & (fully_paid_loans['k_symbol'] == 'no issue')]
    
    # Calculate the total loan amount
    total_loan_amount = df_loan['amount'].sum()
    
    # Calculate the percentage of fully paid loan amount
    fully_paid_percentage = (fully_paid_loans['amount'].iloc[0] / total_loan_amount) * 100
    
    return fully_paid_percentage

# Assuming the DataFrames are loaded
loan_amount_paid(df_loan=df_loan)
```"
117,What is the percentage of loan amount that has been fully paid with no issue.,0,2,"```python
import pandas as pd

def percentage_fully_paid(df_loan):
    # Filter loans that are fully paid
    fully_paid_loans = df_loan[df_loan['status'] == 'fully paid']
    
    # Calculate total loan amount
    total_loan_amount = df_loan['amount'].sum()
    
    # Calculate total amount of fully paid loans
    total_fully_paid_amount = fully_paid_loans['amount'].sum()
    
    # Calculate percentage of fully paid loans
    percentage_fully_paid = (total_fully_paid_amount / total_loan_amount) * 100 if total_loan_amount != 0 else 0
    
    return percentage_fully_paid

# Assuming the loan DataFrame is named df_loan
percentage = percentage_fully_paid(df_loan)
print(percentage)
```

```python
import pandas as pd

def percentage_fully_paid(df_loan):
    # Filter loans that are fully paid
    fully_paid_loans = df_loan[df_loan['status'] == 'fully paid']
    
    # Group by loan amount and count the number of loans
    loan_amount_counts = fully_paid_loans['amount'].value_counts().rename('count')
    
    # Calculate percentage of fully paid loans
    percentage_fully_paid = (loan_amount_counts / loan_amount_counts.sum()) * 100
    
    return percentage_fully_paid

# Assuming the loan DataFrame is named df_loan
percentage = percentage_fully_paid(df_loan)
print(percentage)
```"
117,What is the percentage of loan amount that has been fully paid with no issue.,0,3,"```python
import pandas as pd

def fully_paid_loan_percentage(df_loan):
    fully_paid = df_loan[df_loan['status'] == 'fully_paid']
    total_loans = df_loan.shape[0]
    fully_paid_loans = fully_paid.shape[0]
    
    if total_loans == 0:
        return 0.0
    
    return (fully_paid_loans / total_loans) * 100

fully_paid_percentage = fully_paid_loan_percentage(df_loan)
print(f'Fully paid loan percentage: {fully_paid_percentage}%')
```

```python
import pandas as pd

def fully_paid_loan_percentage(df_loan):
    fully_paid = df_loan[df_loan['status'] == 'fully_paid']
    total_loans = df_loan.shape[0]
    fully_paid_loans = fully_paid.shape[0]
    
    if total_loans == 0:
        return 0.0
    
    return (fully_paid_loans / total_loans) * 100

df_loan = df_loan[df_loan['status'].isin(['fully_paid', 'issue'])]
fully_paid_percentage = fully_paid_loan_percentage(df_loan)
print(f'Fully paid loan percentage: {fully_paid_percentage}%')
```

```python
import pandas as pd

def fully_paid_loan_percentage(df_loan):
    fully_paid = df_loan[df_loan['status'] == 'fully_paid']
    total_loans = df_loan.shape[0]
    fully_paid_loans = fully_paid.shape[0]
    
    if total_loans == 0:
        return 0.0
    
    return (fully_paid_loans / total_loans) * 100

df_loan['status'] = df_loan['status'].replace('issue', 'fully_paid')
fully_paid_percentage = fully_paid_loan_percentage(df_loan)
print(f'Fully paid loan percentage: {fully_paid_percentage}%')
```"
117,What is the percentage of loan amount that has been fully paid with no issue.,0,4,"```python
import pandas as pd

def fully_paid_loans(df_loan):
    # Filter loans that have been fully paid
    fully_paid = df_loan[df_loan['status'] == 'fully paid']
    
    # Calculate total loan amount
    total_loan_amount = df_loan['amount'].sum()
    
    # Calculate amount of fully paid loans
    fully_paid_amount = fully_paid['amount'].sum()
    
    # Calculate percentage of fully paid loans
    fully_paid_percentage = (fully_paid_amount / total_loan_amount) * 100
    
    return fully_paid_percentage

fully_paid_percentage = fully_paid_loans(df_loan)
print(fully_paid_percentage)
```

```python
import pandas as pd

def fully_paid_loans(df_loan):
    # Filter loans that have been fully paid
    fully_paid = df_loan[df_loan['status'] == 'fully paid']
    
    # Filter loans that have been partially paid or defaulted
    partially_paid = df_loan[(df_loan['status'] == 'partially paid') | (df_loan['status'] == 'default')]
    
    # Calculate total loan amount
    total_loan_amount = df_loan['amount'].sum()
    
    # Calculate amount of fully paid loans
    fully_paid_amount = fully_paid['amount'].sum()
    
    # Calculate amount of partially paid or defaulted loans
    partially_paid_amount = partially_paid['amount'].sum()
    
    # Calculate percentage of fully paid loans
    fully_paid_percentage = ((fully_paid_amount + partially_paid_amount) / total_loan_amount) * 100
    
    return fully_paid_percentage

fully_paid_percentage = fully_paid_loans(df_loan)
print(fully_paid_percentage)
```

```python
import pandas as pd

def fully_paid_loans(df_loan):
    # Filter loans that have been fully paid
    fully_paid = df_loan[df_loan['status'] == 'fully paid']
    
    # Calculate total loan amount
    total_loan_amount = df_loan['amount'].sum()
    
    # Calculate amount of fully paid loans
    fully_paid_amount = fully_paid['amount'].sum()
    
    # Calculate percentage of fully paid loans
    fully_paid_percentage = (fully_paid_amount / total_loan_amount) * 100
    
    return fully_paid_percentage

fully_paid_percentage = fully_paid_loans(df_loan)
print(fully_paid_percentage)
```"
118,"For loan amount less than USD100,000, what is the percentage of accounts that is still running with no issue.",0,0,"```python
import pandas as pd

def loan_status_percentage(df_loan, df_account, threshold=100000):
    # Filter loans with amount less than threshold
    filtered_loans = df_loan[df_loan['amount'] < threshold]

    # Merge loans with accounts
    merged_loans_accounts = pd.merge(filtered_loans, df_account, on='account_id')

    # Filter accounts that are still running with no issue
    running_accounts = merged_loans_accounts[merged_loans_accounts['status'] == 'running']

    # Calculate percentage of accounts that are still running with no issue
    percentage_running_accounts = (len(running_accounts) / len(filtered_loans)) * 100

    return percentage_running_accounts
```

```python
# Assuming the DataFrames are already loaded
loan = df_loan
account = df_account

# Compute the feature
feature = loan_status_percentage(loan, account)

# Print the result
print(feature)
```"
118,"For loan amount less than USD100,000, what is the percentage of accounts that is still running with no issue.",0,1,"```python
import pandas as pd

def percentage_running_accounts(df_loan, df_account):
    # Filter loans with amount less than 100,000
    filtered_loans = df_loan[df_loan['amount'] < 100000]
    
    # Merge loan and account dataframes
    merged_df = pd.merge(filtered_loans, df_account, on='account_id')
    
    # Filter accounts that are still running with no issue
    running_accounts = merged_df[merged_df['status'] == 'running']
    
    # Calculate percentage of accounts that are still running with no issue
    percentage_running = (running_accounts.shape[0] / filtered_loans.shape[0]) * 100
    
    return percentage_running

# Assuming the DataFrames are already loaded
percentage_running = percentage_running_accounts(df_loan, df_account)
print(percentage_running)
```"
118,"For loan amount less than USD100,000, what is the percentage of accounts that is still running with no issue.",0,2,"```python
import pandas as pd

def percentage_running_accounts(df_loan):
    # Filter loans with amount less than USD 100,000
    filtered_loans = df_loan[df_loan['amount'] < 100000]
    
    # Get unique account IDs for running loans
    running_accounts = filtered_loans[filtered_loans['status'] == 'running']['account_id'].unique()
    
    # Get total number of accounts with loans amount less than USD 100,000
    total_accounts = filtered_loans['account_id'].nunique()
    
    # Calculate percentage of running accounts
    percentage = (len(running_accounts) / total_accounts) * 100
    
    return percentage

# Assuming the DataFrames are loaded
# Compute the feature
percentage_running = percentage_running_accounts(df_loan)

# Print the result
print(f""Percentage of accounts that is still running with no issue: {percentage_running:.2f}%"")
```"
118,"For loan amount less than USD100,000, what is the percentage of accounts that is still running with no issue.",0,3,"```python
import pandas as pd

def compute_feature(loan_df, account_df):
    # Filter accounts with loan amount less than USD100,000
    filtered_accounts = account_df.merge(loan_df, on='account_id')
    filtered_accounts = filtered_accounts[filtered_accounts['amount'] < 100000]

    # Count accounts with no issue (status is 'Active' or 'Running')
    active_accounts = filtered_accounts[filtered_accounts['status'] == 'Active']
    running_accounts = filtered_accounts[filtered_accounts['status'] == 'Running']

    # Compute percentage of accounts with no issue
    total_accounts = filtered_accounts.shape[0]
    if total_accounts == 0:
        percentage_active = 0
        percentage_running = 0
    else:
        percentage_active = (active_accounts.shape[0] / total_accounts) * 100
        percentage_running = (running_accounts.shape[0] / total_accounts) * 100

    return percentage_active, percentage_running

# Usage
loan_percentage_active, loan_percentage_running = compute_feature(loan, account)
print(f'Percentage of active accounts: {loan_percentage_active}%')
print(f'Percentage of running accounts: {loan_percentage_running}%')
```"
118,"For loan amount less than USD100,000, what is the percentage of accounts that is still running with no issue.",0,4,"```python
import pandas as pd

def loan_status_percentage(df_loan, df_account, df_status):
    # Filter loans with amount less than USD 100,000
    filtered_loans = df_loan[df_loan['amount'] < 100000]

    # Merge loan and account data
    merged_data = pd.merge(filtered_loans, df_account, on='account_id')

    # Merge with status data
    merged_data = pd.merge(merged_data, df_status, on='account_id')

    # Filter accounts that are still running with no issue
    active_accounts = merged_data[merged_data['status'] == 'active']

    # Calculate percentage of accounts that are still running with no issue
    percentage_active = (len(active_accounts) / len(filtered_loans)) * 100

    return percentage_active
```

```python
# Example usage
percentage_active = loan_status_percentage(df_loan, df_account, df_status)
print(percentage_active)
```

Note: This function assumes that the DataFrames `df_loan`, `df_account`, and `df_status` contain the necessary data. The function also assumes that the 'status' column in `df_status` contains the status of the accounts."
119,"For accounts in 1993 with statement issued after transaction, list the account ID, district name and district region.",1,0,"```python
import pandas as pd

def feature_engineering(df_account, df_card, df_client, df_disp, df_district, df_loan, df_order, df_trans):
    # Merge account and card data
    account_card = pd.merge(df_account, df_card, on='account_id')
    
    # Merge account_card with client data
    account_card_client = pd.merge(account_card, df_client, on='client_id')
    
    # Merge account_card_client with disp data
    account_card_client_disp = pd.merge(account_card_client, df_disp, on='account_id')
    
    # Merge account_card_client_disp with district data
    account_card_client_disp_district = pd.merge(account_card_client_disp, df_district, on='district_id')
    
    # Filter accounts in 1993 with statement issued after transaction
    accounts_1993 = account_card_client_disp_district[(account_card_client_disp_district['date'].dt.year == 1993)]
    
    # Filter accounts where statement issued after transaction
    accounts_1993_after_transaction = accounts_1993[(accounts_1993['issued'].isin(df_trans['date'])) & (accounts_1993['issued'] > accounts_1993['date'])]
    
    # Merge accounts_1993_after_transaction with loan data
    accounts_1993_after_transaction_loan = pd.merge(accounts_1993_after_transaction, df_loan, on='account_id')
    
    # Merge accounts_1993_after_transaction_loan with order data
    accounts_1993_after_transaction_loan_order = pd.merge(accounts_1993_after_transaction_loan, df_order, on='account_id')
    
    # Merge accounts_1993_after_transaction_loan_order with trans data
    accounts_1993_after_transaction_loan_order_trans = pd.merge(accounts_1993_after_transaction_loan_order, df_trans, on='account_id')
    
    # Select required columns
    feature = accounts_1993_after_transaction_loan_order_trans[['account_id', 'A2', 'A1']]
    
    return feature
```"
119,"For accounts in 1993 with statement issued after transaction, list the account ID, district name and district region.",1,1,"```python
import pandas as pd

def compute_feature(df_account, df_card, df_client, df_district, df_loan, df_order, df_trans):
    # Filter accounts in 1993
    accounts_1993 = df_account[df_account['date'].str[:4] == '1993']
    
    # Filter cards where statement is issued after transaction
    cards_issued_after_trans = df_card[df_card['issued'].str.startswith('T') & df_card['type'].isin(['statement', 'account statement'])]
    
    # Merge accounts and cards
    merged = pd.merge(accounts_1993, cards_issued_after_trans, left_on='account_id', right_on='disp_id', how='inner')
    
    # Filter orders for these accounts
    orders = df_order[df_order['account_id'].isin(merged['account_id'])]
    
    # Merge accounts, cards and orders
    merged_accounts_orders = pd.merge(merged, orders, left_on='account_id', right_on='account_id', how='inner')
    
    # Filter transactions for these accounts
    transactions = df_trans[df_trans['account_id'].isin(merged_accounts_orders['account_id'])]
    
    # Merge accounts, cards, orders and transactions
    merged_accounts_cards_orders_transactions = pd.merge(merged_accounts_orders, transactions, left_on='account_id', right_on='account_id', how='inner')
    
    # Filter districts
    districts = df_district[df_district['district_id'].isin(merged_accounts_cards_orders_transactions['district_id'])]
    
    # Merge accounts, cards, orders, transactions and districts
    result = pd.merge(merged_accounts_cards_orders_transactions, districts, left_on='district_id', right_on='district_id', how='inner')
    
    # Select required columns
    result = result[['account_id', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16']]
    
    return result
```"
119,"For accounts in 1993 with statement issued after transaction, list the account ID, district name and district region.",1,2,"```python
import pandas as pd

def feature_engineering(df_account, df_card, df_client, df_disp, df_district, df_loan, df_order, df_trans):
    # Filter accounts in 1993
    accounts_1993 = df_account[df_account['date'].str.contains('1993')]

    # Filter accounts where statement is issued after transaction
    accounts_with_statement_after_transaction = accounts_1993[
        accounts_1993['disp_id'].isin(df_disp['disp_id']) &
        df_disp['date'].isin(df_trans['date']) &
        (df_trans['type'] == 'statement') & (df_trans['operation'] == 'withdrawal')
    ]

    # Merge with district DataFrame to get district name and region
    accounts_with_statement_after_transaction = pd.merge(
        accounts_with_statement_after_transaction, df_district, left_on='district_id', right_on='district_id'
    )

    # Select required columns
    result = accounts_with_statement_after_transaction[['account_id', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16']]

    return result
```"
119,"For accounts in 1993 with statement issued after transaction, list the account ID, district name and district region.",1,3,"```python
import pandas as pd

def compute_feature(df_account, df_card, df_client, df_distr, df_loan, df_order, df_trans):
    # Merge account and card
    df_account_card = pd.merge(df_account, df_card, on='account_id')
    
    # Merge account_card and client
    df_account_client = pd.merge(df_account_card, df_client, on='district_id')
    
    # Merge account_client and loan
    df_account_loan = pd.merge(df_account_card, df_loan, on='account_id')
    
    # Merge account_loan and order
    df_account_order = pd.merge(df_account_loan, df_order, on='account_id')
    
    # Merge account_order and trans
    df_account_trans = pd.merge(df_account_order, df_trans, on='account_id')
    
    # Filter accounts in 1993 with statement issued after transaction
    df_result = df_account_trans[df_account_trans['date'].apply(lambda x: x >= '1993-01-01')]
    
    # Filter statement issued after transaction
    df_result = df_result[df_result['issued'].apply(lambda x: x > '1993-01-01')]
    
    # Merge with district
    df_result = pd.merge(df_result, df_distr, on='district_id')
    
    # Select required columns
    df_result = df_result[['account_id', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16']]
    
    return df_result
```"
119,"For accounts in 1993 with statement issued after transaction, list the account ID, district name and district region.",1,4,"```python
import pandas as pd

def compute_feature(df_account, df_card, df_client, df_district, df_loan, df_order, df_trans):
    # Merge card and account to get account_id
    card_account = pd.merge(df_card, df_account, on='disp_id', suffixes=('', '_account'))

    # Filter accounts in 1993
    accounts_1993 = card_account[card_account['date'].str.contains('1993')]

    # Merge order and account to get account_id
    order_account = pd.merge(df_order, df_account, on='account_id', suffixes=('', '_account'))

    # Filter orders with statement issued after transaction
    orders_after_transaction = order_account[(order_account['k_symbol'] == 'S') & 
                                               (order_account['date'].str.contains('1993'))]

    # Merge accounts and orders to get account_id
    accounts_orders = pd.merge(accounts_1993, orders_after_transaction, on='account_id', suffixes=('', '_order'))

    # Merge district and account to get district_id
    district_account = pd.merge(df_district, df_account, on='district_id', suffixes=('', '_account'))

    # Merge accounts_orders and district_account to get account_id, district name and region
    result = pd.merge(accounts_orders, district_account, on='account_id', suffixes=('', '_district'))

    # Select required columns
    result = result[['account_id', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16']]

    return result
```"
120,"From Year 1995 to 2000, who are the accounts holders from 'east Bohemia'. State the account ID the frequency of statement issuance.",1,0,"```python
import pandas as pd

def account_holders_east_bohemia(df_account, df_client, df_district, start_year=1995, end_year=2000):
    # Filter accounts by district
    east_bohemia_accounts = df_account[df_account['district_id'].isin(df_district[df_district['A2'] == 'East Bohemia']['district_id'])]
    
    # Filter accounts by statement issuance frequency
    accounts_with_frequency = east_bohemia_accounts[east_bohemia_accounts['frequency'].notna()]
    
    # Filter accounts by date
    accounts_in_range = accounts_with_frequency[(accounts_with_frequency['date'] >= f'{start_year}-01-01') & 
                                                  (accounts_with_frequency['date'] <= f'{end_year}-12-31')]
    
    # Group by account ID and calculate frequency of statement issuance
    account_frequency = accounts_in_range.groupby('account_id')['frequency'].nunique().reset_index()
    
    return account_frequency
```

```python
# Usage
account_frequency = account_holders_east_bohemia(df_account, df_client, df_district)
print(account_frequency)
```"
120,"From Year 1995 to 2000, who are the accounts holders from 'east Bohemia'. State the account ID the frequency of statement issuance.",1,1,"```python
import pandas as pd

def get_account_frequency_east_bohemia(df_account, df_district, start_year=1995, end_year=2000):
    # Filter accounts from east Bohemia
    east_bohemia_accounts = df_district[df_district['A2'] == 'east Bohemia'].index
    
    # Filter accounts from east Bohemia that exist in the account DataFrame
    east_bohemia_accounts = east_bohemia_accounts[df_account['district_id'].isin(east_bohemia_accounts)]
    
    # Filter accounts with statements issued between start_year and end_year
    east_bohemia_accounts = east_bohemia_accounts[df_account['date'].apply(lambda x: start_year <= int(x[:4]) <= end_year)]
    
    # Group by account_id and calculate frequency
    account_frequency = df_account[df_account['account_id'].isin(east_bohemia_accounts)]['frequency'].value_counts().reset_index()
    account_frequency.columns = ['account_id', 'frequency']

    return account_frequency

# Usage
account_frequency = get_account_frequency_east_bohemia(df_account, df_district)
print(account_frequency)
```"
120,"From Year 1995 to 2000, who are the accounts holders from 'east Bohemia'. State the account ID the frequency of statement issuance.",1,2,"```python
import pandas as pd

def account_holders_east_bohemia(df_account, df_client, df_district):
    # Filter accounts from 'east Bohemia' district
    east_bohemia_district_id = df_district[df_district['A2'] == 'east Bohemia']['district_id'].unique()[0]
    
    # Filter accounts holders from 'east Bohemia'
    east_bohemia_accounts = df_account[df_account['district_id'] == east_bohemia_district_id]
    
    # Filter accounts with frequency of statement issuance from 1995 to 2000
    east_bohemia_accounts_freq = east_bohemia_accounts[east_bohemia_accounts['frequency'].isin(['M', 'D']) & 
                                                            (east_bohemia_accounts['date'].dt.year >= 1995) & 
                                                            (east_bohemia_accounts['date'].dt.year <= 2000)]
    
    # Group by account ID and count frequency
    account_freq = east_bohemia_accounts_freq.groupby('account_id')['frequency'].nunique().reset_index()
    
    return account_freq
```

```python
import pandas as pd

def account_holders_east_bohemia(df_account, df_client, df_district):
    # Filter accounts from 'east Bohemia' district
    east_bohemia_district_id = df_district[df_district['A2'] == 'east Bohemia']['district_id'].unique()[0]
    
    # Filter accounts holders from 'east Bohemia'
    east_bohemia_accounts = df_account[df_account['district_id'] == east_bohemia_district_id]
    
    # Filter accounts with frequency of statement issuance from 1995 to 2000
    east_bohemia_accounts_freq = east_bohemia_accounts[east_bohemia_accounts['frequency'].isin(['M', 'D']) & 
                                                            (east_bohemia_accounts['date'].dt.year >= 1995) & 
                                                            (east_bohemia_accounts['date'].dt.year <= 2000)]
    
    # Group by account ID and count frequency
    account_freq = east_bohemia_accounts_freq.groupby('account_id')['frequency'].nunique().reset_index()
    
    return account_freq

# assuming df_account, df_client, df_district are loaded DataFrames
account_freq = account_holders_east_bohemia(df_account, df_client, df_district)
print(account_freq)
```"
120,"From Year 1995 to 2000, who are the accounts holders from 'east Bohemia'. State the account ID the frequency of statement issuance.",1,3,"```python
import pandas as pd

def account_frequency_east_bohemia(df_account, df_card, df_client, df_district, df_loan, df_order, df_trans):
    east_bohemia_district = df_district[df_district['A2'] == 'east Bohemia']['district_id'].unique()[0]
    
    east_bohemia_clients = df_client[df_client['district_id'] == east_bohemia_district]
    east_bohemia_accounts = df_account[df_account['district_id'] == east_bohemia_district]
    
    east_bohemia_accounts = pd.merge(east_bohemia_accounts, df_card, on='account_id')
    east_bohemia_accounts = east_bohemia_accounts[east_bohemia_accounts['issued'].between('1995-01-01', '2000-12-31')]
    
    account_frequency = east_bohemia_accounts.groupby('account_id')['frequency'].count().reset_index()
    account_frequency.columns = ['account_id', 'frequency']
    
    return account_frequency
```

```python
import pandas as pd

def account_frequency_east_bohemia(df_account, df_card, df_client, df_district, df_loan, df_order, df_trans):
    east_bohemia_district = df_district[df_district['A2'] == 'east Bohemia']['district_id'].unique()[0]
    
    east_bohemia_accounts = df_account[df_account['district_id'] == east_bohemia_district]
    east_bohemia_accounts = pd.merge(east_bohemia_accounts, df_card, on='account_id')
    east_bohemia_accounts = east_bohemia_accounts[east_bohemia_accounts['issued'].between('1995-01-01', '2000-12-31')]
    
    account_frequency = east_bohemia_accounts.groupby('account_id')['frequency'].count().reset_index()
    account_frequency.columns = ['account_id', 'frequency']
    
    return account_frequency
```

```python
import pandas as pd

def account_frequency_east_bohemia(df_account, df_card, df_client, df_district, df_loan, df_order, df_trans):
    east_bohemia_district = df_district[df_district['A2'] == 'east Bohemia']['district_id'].unique()[0]
    
    east_bohemia_accounts = df_account[df_account['district_id'] == east_bohemia_district]
    east_bohemia_accounts['frequency'] = east_bohemia_accounts['frequency'].apply(lambda x: x if pd.notnull(x) else 0)
    
    account_frequency = east_bohemia_accounts.groupby('account_id')['frequency'].sum().reset_index()
    
    return account_frequency
```"
120,"From Year 1995 to 2000, who are the accounts holders from 'east Bohemia'. State the account ID the frequency of statement issuance.",1,4,"```python
import pandas as pd

def account_frequency_east_bohemia(df_account, df_district, df_card):
    # Filter accounts in east Bohemia
    east_bohemia_accounts = df_district[df_district['A2'] == 'east Bohemia']['district_id'].unique()
    
    # Filter accounts with cards
    card_holding_accounts = df_account[df_account['account_id'].isin(df_card['account_id'])]
    
    # Filter accounts in east Bohemia with cards
    east_bohemia_card_holding_accounts = card_holding_accounts[card_holding_accounts['district_id'].isin(east_bohemia_accounts)]
    
    # Group by account_id and calculate frequency
    east_bohemia_account_frequency = east_bohemia_card_holding_accounts.groupby('account_id')['frequency'].count().reset_index()
    
    return east_bohemia_account_frequency
```

```python
# Assuming df_account, df_district, df_card are loaded DataFrames
east_bohemia_account_frequency = account_frequency_east_bohemia(df_account, df_district, df_card)

# Output the result
print(east_bohemia_account_frequency)
```

```python
# Output the result as a CSV file
east_bohemia_account_frequency.to_csv('east_bohemia_account_frequency.csv', index=False)
```"
121,List account ID and account opening date for accounts from 'Prachatice'.,1,0,"```python
import pandas as pd

def get_account_info(df_account, df_client):
    # Merge account and client data on district_id
    merged_df = pd.merge(df_account, df_client, on='district_id')
    
    # Filter accounts from 'Prachatice'
    prachatice_df = merged_df[merged_df['A2'] == 'Prachatice']
    
    # Extract account ID and account opening date
    result_df = prachatice_df[['account_id', 'date']]
    
    return result_df
```

```python
import pandas as pd

def get_account_info(df_account, df_client, df_district):
    # Merge account and client data on district_id
    merged_df = pd.merge(df_account, df_client, on='district_id')
    
    # Merge with district data to get A2
    merged_df = pd.merge(merged_df, df_district, on='district_id')
    
    # Filter accounts from 'Prachatice'
    prachatice_df = merged_df[merged_df['A2'] == 'Prachatice']
    
    # Extract account ID and account opening date
    result_df = prachatice_df[['account_id', 'date']]
    
    return result_df
```

```python
import pandas as pd

def get_account_info(df_account):
    # Filter accounts from 'Prachatice'
    prachatice_df = df_account[df_account['A2'] == 'Prachatice']
    
    # Extract account ID and account opening date
    result_df = prachatice_df[['account_id', 'date']]
    
    return result_df
```"
121,List account ID and account opening date for accounts from 'Prachatice'.,1,1,"```python
import pandas as pd

def get_account_opening_info(df_account, df_district):
    # Filter accounts from 'Prachatice'
    prachatice_accounts = df_district[df_district['A2'] == 'Prachatice'].index

    # Filter accounts from 'Prachatice' in account DataFrame
    prachatice_accounts_df = df_account[df_account['district_id'].isin(prachatice_accounts)]

    # Return account ID and account opening date
    return prachatice_accounts_df[['account_id', 'date']]
```

```python
# Example usage
account_opening_info = get_account_opening_info(df_account, df_district)
print(account_opening_info)
```

Note: This code assumes that the 'date' column in the 'account' DataFrame represents the account opening date. If it represents the date of the latest transaction or something else, you might need to adjust the code accordingly."
121,List account ID and account opening date for accounts from 'Prachatice'.,1,2,"```python
import pandas as pd

def get_account_info(df_account, df_district):
    # Merge account and district DataFrames
    merged_df = pd.merge(df_account, df_district, left_on='district_id', right_on='district_id')

    # Filter accounts from 'Prachatice'
    prachatice_df = merged_df[merged_df['A2'] == 'Prachatice']

    # Return account ID and account opening date
    return prachatice_df[['account_id', 'date']]
```"
121,List account ID and account opening date for accounts from 'Prachatice'.,1,3,"```python
import pandas as pd

def get_account_info(df_account, df_district):
    # Filter accounts from 'Prachatice'
    prachatice_accounts = df_district[df_district['A2'] == 'Prachatice']

    # Merge account info with district info
    merged_df = pd.merge(df_account, prachatice_accounts[['district_id']], on='district_id')

    # Select required columns
    account_info = merged_df[['account_id', 'date']]

    return account_info
```

```python
# Assuming df_account and df_district are already loaded DataFrames
account_info = get_account_info(df_account, df_district)
print(account_info)
```"
121,List account ID and account opening date for accounts from 'Prachatice'.,1,4,"```python
import pandas as pd

def get_account_info(df_account, df_district):
    # Filter accounts from 'Prachatice'
    prachatice_accounts = df_district[df_district['A2'] == 'Prachatice']
    
    # Merge with account DataFrame
    merged_df = pd.merge(df_account, prachatice_accounts[['district_id']], on='district_id')
    
    # Filter accounts with matching district
    filtered_df = merged_df[merged_df['district_id'].isin(prachatice_accounts['district_id'])]
    
    # Return account ID and account opening date
    return filtered_df[['account_id', 'date']]
```

```python
# Usage
account_info = get_account_info(df_account, df_district)
print(account_info)
```

Note: This code assumes that the DataFrames `df_account` and `df_district` are already loaded with the account and district data, respectively. The `get_account_info` function performs the necessary data manipulation to extract the required information."
122,State the district and region for loan ID '4990'.,2,0,"```python
import pandas as pd

def get_district_and_region(df_loan, df_account, df_district):
    # Merge the loan and account tables
    merged_df = pd.merge(df_loan, df_account, on='account_id')
    
    # Merge the merged result with the district table
    merged_df = pd.merge(merged_df, df_district, on='district_id')
    
    # Filter the result by loan ID '4990'
    result = merged_df[merged_df['loan_id'] == 4990]
    
    # Return the district and region
    return result[['district_id', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16']]
```"
122,State the district and region for loan ID '4990'.,2,1,"```python
import pandas as pd

def get_district_and_region(loan_df, account_df, district_df):
    # Merge loan and account DataFrames
    account_loan_df = pd.merge(loan_df, account_df, on='account_id')
    
    # Merge with district DataFrame
    account_district_df = pd.merge(account_loan_df, district_df, on='district_id')
    
    # Filter for loan ID '4990'
    result = account_district_df[account_district_df['loan_id'] == '4990']
    
    return result[['district_id', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16']]
```"
