question_id,question,hop_diameter,repeat_idx,response,step1_status,n_merge,used_tables_debug,step2_status,step2_result,step3_avoidance,step3_overjoin_tag,step4_label,step4_result,step4_gold,gold_has_disp
119,"For accounts in 1993 with statement issued after transaction, list the account ID, district name and district region.",1,1,"```python
import pandas as pd

def compute_feature(df_account, df_district):
    # Filter accounts in 1993
    df_account_1993 = df_account[df_account['date'].str.contains('1993')]

    # Extract the transaction date from the statement issue date
    df_account_1993['transaction_date'] = pd.to_datetime(df_account_1993['date']).dt.strftime('%Y-%m-%d')
    df_account_1993['statement_date'] = pd.to_datetime(df_account_1993['date']).dt.strftime('%Y-%m-%d')

    # Filter accounts where statement is issued after transaction
    df_account_after_transaction = df_account_1993[df_account_1993['statement_date'] > df_account_1993['transaction_date']]

    # Merge with district DataFrame
    df_merge = pd.merge(df_account_after_transaction, df_district, left_on='district_id', right_on='district_id')

    # Compute district name and region
    df_merge['district_name'] = df_merge['A2'] + ' ' + df_merge['A3']
    df_merge['district_region'] = df_merge['A4']

    # Select the required columns
    df_output = df_merge[['account_id', 'district_name', 'district_region']]

    return df_output
```",,1,"['account', 'district', 'trans']",call_error: 'date',,,,,,,
119,"For accounts in 1993 with statement issued after transaction, list the account ID, district name and district region.",1,2,"```python
import pandas as pd

def compute_district_features(accounts, district):
    # Filter accounts for 1993
    accounts_1993 = accounts[accounts['date'].str.contains('1993')]
    
    # Merge accounts with district
    merged_data = pd.merge(accounts_1993, district, left_on='district_id', right_on='district_id', how='inner')
    
    # Filter accounts where statement issued after transaction
    accounts_after_transaction = merged_data[merged_data['date'].str.contains('statement') & merged_data['date'].str.contains('transaction')]
    
    # Create new columns for district name and region
    accounts_after_transaction['district_name'] = accounts_after_transaction['A2'] + ' ' + accounts_after_transaction['A3']
    accounts_after_transaction['district_region'] = accounts_after_transaction['A4'] + ' ' + accounts_after_transaction['A5']
    
    # Output the result
    return accounts_after_transaction[['account_id', 'district_name', 'district_region']]
```",,1,"['account', 'district', 'trans']",call_error: 'date',,,,,,,
119,"For accounts in 1993 with statement issued after transaction, list the account ID, district name and district region.",1,3,"```python
import pandas as pd

def compute_feature(df_account, df_district):
    # Filter accounts in 1993
    accounts_1993 = df_account[df_account['date'].str.contains('1993')]

    # Filter accounts with statement issued after transaction
    accounts_after_transaction = accounts_1993[accounts_1993['frequency'] == 'after']

    # Merge account and district DataFrames
    merged_df = pd.merge(accounts_after_transaction, df_district, left_on='district_id', right_on='district_id')

    # Extract district name and region
    district_name = merged_df['A2']
    district_region = merged_df['A3']

    # Create new DataFrame with required columns
    result_df = merged_df[['account_id', 'district_name', 'district_region']]

    return result_df
```",,1,"['account', 'district', 'trans']",call_error: 'date',,,,,,,
119,"For accounts in 1993 with statement issued after transaction, list the account ID, district name and district region.",1,4,"```python
import pandas as pd

def compute_feature(df_account, df_district):
    # Filter accounts in 1993
    accounts_1993 = df_account[df_account['date'].str.contains('1993')]
    
    # Ensure 'date' column is of datetime type
    accounts_1993['date'] = pd.to_datetime(accounts_1993['date'])
    
    # Filter accounts where statement issued after transaction
    accounts_after_transaction = accounts_1993[accounts_1993['date'].dt.day > 15]
    
    # Merge with district DataFrame
    merged_accounts = pd.merge(accounts_after_transaction, df_district, left_on='district_id', right_on='district_id', how='left')
    
    # Select required columns
    result = merged_accounts[['account_id', 'district_id', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16']]
    
    # Group by account_id, district_id and extract region
    result = result.groupby(['account_id', 'district_id']).agg(lambda x: 'North' if x.name.startswith('A') else 'South')
    
    # Reset index to get desired output
    result = result.reset_index()
    
    return result
```

```python
# Usage
result = compute_feature(df_account, df_district)
print(result)
```",,1,"['account', 'district', 'trans']",call_error: 'date',,,,,,,
120,"From Year 1995 to 2000, who are the accounts holders from 'east Bohemia'. State the account ID the frequency of statement issuance.",1,0,"```python
import pandas as pd

def east_bohemia_accounts(df_account, df_district):
    # Filter accounts from 'east Bohemia' district
    east_bohemia_district = df_district[df_district['A2'] == 1]  # Assuming A2 represents 'east Bohemia'
    
    # Merge account and district data on district_id
    merged_data = pd.merge(df_account, east_bohemia_district, on='district_id')
    
    # Filter data for accounts with account_id
    east_bohemia_accounts = merged_data[['account_id', 'frequency']]
    
    # Filter data for years 1995 to 2000
    east_bohemia_accounts['date'] = pd.to_datetime(east_bohemia_accounts['date'])
    east_bohemia_accounts = east_bohemia_accounts[(east_bohemia_accounts['date'].dt.year >= 1995) & (east_bohemia_accounts['date'].dt.year <= 2000)]
    
    # Return the result
    return east_bohemia_accounts
```

```python
import pandas as pd

# Load the DataFrames
df_account = pd.read_csv('account.csv')
df_district = pd.read_csv('district.csv')

# Compute the feature
result = east_bohemia_accounts(df_account, df_district)

# Print the result
print(result)
```",,1,"['account', 'district']",call_error: 'date',,,,,,,
120,"From Year 1995 to 2000, who are the accounts holders from 'east Bohemia'. State the account ID the frequency of statement issuance.",1,1,"```python
import pandas as pd

def east_bohemia_accounts(df_account, df_district):
    # Filter accounts from 'east Bohemia'
    east_bohemia_district_id = df_district.loc[df_district['A2'] == 'east Bohemia', 'district_id'].iloc[0]
    
    # Filter accounts from 'east Bohemia'
    east_bohemia_accounts = df_account[df_account['district_id'] == east_bohemia_district_id]
    
    # Filter accounts from 'east Bohemia' between 1995 and 2000
    east_bohemia_accounts = east_bohemia_accounts[(east_bohemia_accounts['date'].str.year >= 1995) & 
                                                   (east_bohemia_accounts['date'].str.year <= 2000)]
    
    # Group by account_id and calculate frequency
    east_bohemia_accounts = east_bohemia_accounts.groupby('account_id')['frequency'].count().reset_index()
    
    # Rename columns
    east_bohemia_accounts.columns = ['account_id', 'statement_frequency']
    
    return east_bohemia_accounts
```

```python
# Example usage:
east_bohemia_accounts = east_bohemia_accounts(df_account, df_district)
print(east_bohemia_accounts)
```",,0,"['account', 'district']",call_error: single positional indexer is out-of-bounds,,,,,,,
120,"From Year 1995 to 2000, who are the accounts holders from 'east Bohemia'. State the account ID the frequency of statement issuance.",1,2,"```python
import pandas as pd

def get_account_info(df_account, df_district):
    # Filter accounts from year 1995 to 2000
    filtered_accounts = df_account[(df_account['date'] >= '1995-01-01') & (df_account['date'] <= '2000-12-31')]

    # Filter accounts from 'east Bohemia'
    east_bohemia_district_id = df_district[df_district['A2'] == 'east Bohemia']['district_id'].values[0]
    filtered_accounts = filtered_accounts[filtered_accounts['district_id'] == east_bohemia_district_id]

    # Group by account_id and calculate frequency
    account_info = filtered_accounts.groupby('account_id')['frequency'].sum().reset_index()

    return account_info
```

```python
# Example usage
account_info = get_account_info(df_account, df_district)
print(account_info)
```

Please ensure that the DataFrames `df_account` and `df_district` are loaded and available before running this code.",,0,"['account', 'district']",call_error: 'date',,,,,,,
120,"From Year 1995 to 2000, who are the accounts holders from 'east Bohemia'. State the account ID the frequency of statement issuance.",1,3,"```python
import pandas as pd

def get_east_bohemia_accounts(df_account, df_district):
    # Filter accounts from 'east Bohemia' district
    east_bohemia_accounts = df_district[df_district['A2'] == 'east Bohemia']
    
    # Merge accounts with district information
    merged_accounts = pd.merge(df_account, east_bohemia_accounts[['district_id']], on='district_id')
    
    # Filter accounts by date
    filtered_accounts = merged_accounts[(merged_accounts['date'].dt.year >= 1995) & 
                                         (merged_accounts['date'].dt.year <= 2000)]
    
    # Return account IDs and frequency
    return filtered_accounts[['account_id', 'frequency']]
```",,1,"['account', 'district']",call_error: 'date',,,,,,,
120,"From Year 1995 to 2000, who are the accounts holders from 'east Bohemia'. State the account ID the frequency of statement issuance.",1,4,"```python
import pandas as pd

def get_east_bohemia_accounts(df_account, df_district):
    # Filter accounts from 'east Bohemia' based on district_id
    east_bohemia_accounts = df_district[df_district['A2'] == 1]
    
    # Merge accounts with district information
    east_bohemia_accounts = pd.merge(east_bohemia_accounts, df_account, on='district_id')
    
    # Filter accounts from 1995 to 2000
    east_bohemia_accounts = east_bohemia_accounts[(east_bohemia_accounts['date'].str.year >= 1995) & (east_bohemia_accounts['date'].str.year <= 2000)]
    
    # Group by account_id and calculate frequency
    east_bohemia_accounts = east_bohemia_accounts.groupby('account_id')['frequency'].sum().reset_index()
    
    return east_bohemia_accounts
```",,1,"['account', 'district']",call_error: 'date',,,,,,,
121,List account ID and account opening date for accounts from 'Prachatice'.,1,0,"```python
import pandas as pd

def get_account_ids_and_opening_dates(df_account, df_district):
    # Filter accounts from 'Prachatice'
    prachatice_district_id = df_district.loc[df_district['A2'] == 'Prachatice', 'district_id'].values[0]
    prachatice_accounts = df_account[df_account['district_id'] == prachatice_district_id]
    
    # Extract account ID and account opening date
    account_ids_and_opening_dates = prachatice_accounts[['account_id', 'date']]
    
    return account_ids_and_opening_dates
```

```python
import pandas as pd

# Assuming df_account and df_district are loaded DataFrames
df_account = pd.DataFrame({
    'account_id': [1, 2, 3],
    'district_id': [101, 102, 101],
    'frequency': ['monthly', 'quarterly', 'monthly'],
    'date': ['2020-01-01', '2020-01-01', '2020-01-01']
})

df_district = pd.DataFrame({
    'district_id': [101, 102, 103],
    'A2': ['Prachatice', 'Other District', 'Another District']
})

result = get_account_ids_and_opening_dates(df_account, df_district)
print(result)
```",,0,"['account', 'district']","call_error: ""['date'] not in index""",,,,,,,
121,List account ID and account opening date for accounts from 'Prachatice'.,1,1,"```python
import pandas as pd

def get_account_info(df_account, df_district):
    # Filter accounts from 'Prachatice' district
    filtered_accounts = df_account[df_account['district_id'].isin(df_district[df_district['district_id'] == 'Prachatice']['district_id'])]
    
    # Extract account ID and opening date
    result = filtered_accounts[['account_id', 'date']]
    
    return result
```

```python
# Example usage:
account_df = pd.DataFrame({
    'account_id': [1, 2, 3],
    'district_id': [101, 102, 101],
    'frequency': [1, 2, 3],
    'date': ['2020-01-01', '2020-01-02', '2020-01-03']
})

district_df = pd.DataFrame({
    'district_id': [101, 102, 103],
    'A2': [1, 2, 3],
    'A3': [4, 5, 6]
}, columns=['district_id', 'A2', 'A3'])

print(get_account_info(account_df, district_df))
```",,0,"['account', 'district']","call_error: ""['date'] not in index""",,,,,,,
121,List account ID and account opening date for accounts from 'Prachatice'.,1,2,"```python
import pandas as pd

def get_account_info(accounts, districts):
    # Merge the two DataFrames based on district_id
    merged_df = pd.merge(accounts, districts, on='district_id')
    
    # Filter the rows where district is 'Prachatice'
    prachatice_df = merged_df[merged_df['A2'] == 'Prachatice']
    
    # Select the required columns
    result_df = prachatice_df[['account_id', 'date']]
    
    return result_df
```

You can use this function as follows:

```python
accounts = pd.DataFrame({
    'account_id': [1, 2, 3],
    'district_id': [101, 102, 101],
    'frequency': [1, 2, 3],
    'date': ['2020-01-01', '2020-01-02', '2020-01-03']
})

districts = pd.DataFrame({
    'district_id': [101, 102, 103],
    'A2': ['Prachatice', 'Plzeň', 'České Budějovice']
})

result_df = get_account_info(accounts, districts)
print(result_df)
```",,1,"['account', 'district']",call_error: 'A2',,,,,,,
121,List account ID and account opening date for accounts from 'Prachatice'.,1,3,"```python
import pandas as pd

def get_account_info(accounts, districts):
    # Merge accounts and districts on district_id
    merged_df = pd.merge(accounts, districts, on='district_id')
    
    # Filter accounts from 'Prachatice'
    prachatice_df = merged_df[merged_df['A2'] == 'Prachatice']
    
    # Select account ID and opening date
    result_df = prachatice_df[['account_id', 'date']]
    
    return result_df
```",,1,"['account', 'district']",call_error: 'A2',,,,,,,
121,List account ID and account opening date for accounts from 'Prachatice'.,1,4,"```python
import pandas as pd

def get_account_opening_details(df_account, df_district):
    # Filter accounts from 'Prachatice'
    prachatice_accounts = df_district[df_district['A2'] == 'Prachatice']
    
    # Merge account information with district information
    merged_df = pd.merge(df_account, prachatice_accounts[['district_id']], on='district_id')
    
    # Select required columns
    result_df = merged_df[['account_id', 'date']]
    
    return result_df
```

```python
# Example usage
account_df = pd.DataFrame({
    'account_id': [1, 2, 3],
    'district_id': [101, 102, 103],
    'frequency': [1, 2, 3],
    'date': ['2020-01-01', '2020-01-02', '2020-01-03']
})

district_df = pd.DataFrame({
    'district_id': [101, 102, 103],
    'A2': ['Prachatice', 'Other District', 'Another District']
})

result_df = get_account_opening_details(account_df, district_df)
print(result_df)
```",,1,"['account', 'district']","call_error: ""['date'] not in index""",,,,,,,
122,State the district and region for loan ID '4990'.,2,0,"```python
import pandas as pd

def get_district_and_region(account_df, district_df):
    # Merge account and district DataFrames based on district_id
    merged_df = pd.merge(account_df, district_df, on='district_id')
    
    # Filter the DataFrame for the given account_id
    filtered_df = merged_df[merged_df['account_id'] == 4990]
    
    # If the account_id exists, return the district and region
    if not filtered_df.empty:
        district = filtered_df['district_id'].iloc[0]
        region = filtered_df['A2'].iloc[0]
        return {'district': district, 'region': region}
    else:
        return None

# Example usage
account_df = pd.DataFrame({
    'account_id': [1, 2, 3, 4, 4990],
    'district_id': [1, 2, 3, 4, 2],
    'frequency': [1, 2, 3, 4, 5],
    'date': ['2020-01-01', '2020-01-02', '2020-01-03', '2020-01-04', '2020-01-05']
})

district_df = pd.DataFrame({
    'district_id': [1, 2, 3, 4, 2],
    'A2': ['North', 'South', 'East', 'West', 'South']
})

result = get_district_and_region(account_df, district_df)
print(result)
```",,1,"['account', 'district']",,,True,False,,,,
122,State the district and region for loan ID '4990'.,2,1,"```python
import pandas as pd

def get_district_and_region(account_df, district_df, account_id):
    account_info = account_df[account_df['account_id'] == account_id]
    district_id = account_info['district_id'].values[0]
    
    district_info = district_df[district_df['district_id'] == district_id]
    district_name = district_info['A2'].values[0]
    region_name = district_info['A8'].values[0]
    
    return district_name, region_name

# Example usage:
district_name, region_name = get_district_and_region(account, district, 4990)
print(f'District: {district_name}, Region: {region_name}')
```",,0,"['account', 'district']","call_error: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,,,,,,
122,State the district and region for loan ID '4990'.,2,2,"```python
import pandas as pd

def get_district_and_region(df_account, df_district, account_id):
    # Merge the two DataFrames based on account_id
    merged_df = pd.merge(df_account, df_district, on='account_id')
    
    # Filter the merged DataFrame to get the district and region for the specified account_id
    result = merged_df[merged_df['account_id'] == account_id][['district_id', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16']]
    
    return result

# Example usage:
account_id = '4990'
print(get_district_and_region(df_account, df_district, account_id))
```

This code assumes that the DataFrames are already loaded and named `df_account` and `df_district`. The function `get_district_and_region` takes an account_id as input and returns the corresponding district and region information.",,1,"['account', 'district']",call_error: 'account_id',,,,,,,
122,State the district and region for loan ID '4990'.,2,3,"```python
import pandas as pd

def get_district_and_region(account_df, district_df):
    # Merge account and district DataFrames
    merged_df = pd.merge(account_df, district_df, on='district_id')
    
    # Filter by account_id
    result_df = merged_df[merged_df['account_id'] == '4990']
    
    # If result is empty, return None
    if result_df.empty:
        return None
    
    # Extract district and region
    district = result_df['district_id'].iloc[0]
    region = result_df[['A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16']].iloc[0].to_dict()
    
    # Return dictionary with district and region
    return {'district': district, 'region': region}
```",,1,"['account', 'district']",,,True,False,,,,
122,State the district and region for loan ID '4990'.,2,4,"```python
import pandas as pd

def get_district_region(df_account, df_district, account_id):
    # Merge account and district DataFrames based on account_id
    merged_df = pd.merge(df_account, df_district, left_on='account_id', right_on='district_id')
    
    # Filter DataFrame to get the row corresponding to the given account_id
    result_df = merged_df[merged_df['account_id'] == account_id]
    
    # If the account_id is found, return the district and region
    if not result_df.empty:
        return result_df[['district_id', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16']].iloc[0]
    else:
        return None

# Example usage:
account_id = 4990
print(get_district_region(df_account, df_district, account_id))
```",,1,"['account', 'district']","call_error: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,,,,,,
123,"Provide the account ID, district and region for loan amount greater than USD300,000.",2,0,"```python
import pandas as pd

def get_districts_for_large_loans(accounts, districts):
    # Merge the two DataFrames on the 'district_id' column
    merged_df = pd.merge(accounts, districts, on='district_id')

    # Convert the date column to datetime type
    merged_df['date'] = pd.to_datetime(merged_df['date'])

    # Filter the DataFrame for loan amounts greater than USD 300,000
    large_loans = merged_df[(merged_df['amount'] > 300000)]

    # Extract the district and region information
    large_loans['district'] = large_loans['district_id'].map(districts.set_index('district_id')['A16'])
    large_loans['region'] = large_loans['district']

    # Return the DataFrame with account ID, district, and region
    return large_loans[['account_id', 'district', 'region']]
```",,1,"['account', 'district', 'loan']",call_error: 'date',,,,,,,
123,"Provide the account ID, district and region for loan amount greater than USD300,000.",2,1,"```python
import pandas as pd

def compute_feature(df_account, df_district):
    # Merge the account and district DataFrames based on district_id
    merged_df = pd.merge(df_account, df_district, on='district_id')
    
    # Filter the merged DataFrame for loan amounts greater than USD300,000
    filtered_df = merged_df[merged_df['loan_amount'] > 300000]
    
    # Extract the account ID, district, and region from the filtered DataFrame
    result_df = filtered_df[['account_id', 'district', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16']]
    
    return result_df
```",,1,"['account', 'district', 'loan']",call_error: 'loan_amount',,,,,,,
123,"Provide the account ID, district and region for loan amount greater than USD300,000.",2,2,"```python
import pandas as pd

def compute_feature(df_account, df_district):
    # Merge account and district DataFrames on district_id
    merged_df = pd.merge(df_account, df_district, on='district_id')
    
    # Extract relevant columns
    merged_df = merged_df[['account_id', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16']]
    
    # Assume 'date' column is of datetime type and extract year
    merged_df['date'] = pd.to_datetime(merged_df['date'])
    merged_df['year'] = merged_df['date'].dt.year
    
    # Extract relevant columns
    merged_df = merged_df[['account_id', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16', 'year']]
    
    # Compute loan amount
    merged_df['loan_amount'] = merged_df['A2'] + merged_df['A3'] + merged_df['A4'] + merged_df['A5'] + merged_df['A6'] + merged_df['A7'] + merged_df['A8'] + merged_df['A9'] + merged_df['A10'] + merged_df['A11'] + merged_df['A12'] + merged_df['A13'] + merged_df['A14'] + merged_df['A15'] + merged_df['A16']
    
    # Filter for loan amount greater than USD300,000
    filtered_df = merged_df[merged_df['loan_amount'] > 300000]
    
    # Extract district and region
    filtered_df['district'] = filtered_df['A2'] + filtered_df['A3']
    filtered_df['region'] = filtered_df['A4'] + filtered_df['A5']
    
    # Output the final DataFrame
    return filtered_df[['account_id', 'district', 'region']]
```",,1,"['account', 'district', 'loan']","call_error: ""['A2'] not in index""",,,,,,,
123,"Provide the account ID, district and region for loan amount greater than USD300,000.",2,3,"```python
import pandas as pd

def get_districts_with_large_loans(accounts, districts, threshold=300000):
    # Merge the two dataframes based on account_id
    merged_df = pd.merge(accounts, districts, on='account_id')
    
    # Filter the merged dataframe to get accounts with loan amount greater than the threshold
    large_loans_df = merged_df[merged_df['amount'] > threshold]
    
    # Extract the district and region information
    district_info = large_loans_df[['district_id', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16']]
    
    # Return the dataframe with district and region information
    return district_info
```

This function assumes that the 'amount' column is present in the 'accounts' DataFrame, and that the 'district_id' column is present in the 'districts' DataFrame. The function merges the two DataFrames based on 'account_id', filters the merged DataFrame to get accounts with loan amount greater than the threshold, and then extracts the district and region information. The function returns the resulting DataFrame.",,1,"['account', 'district', 'loan']",call_error: 'account_id',,,,,,,
123,"Provide the account ID, district and region for loan amount greater than USD300,000.",2,4,"```python
import pandas as pd

def compute_feature(df_account, df_district):
    # Merge the two DataFrames based on district_id
    merged_df = pd.merge(df_account, df_district, on='district_id')

    # Extract the district and region from the merged DataFrame
    merged_df['district'] = merged_df['district_id'].map(df_district.set_index('district_id')['A2'])
    merged_df['region'] = merged_df['district_id'].map(df_district.set_index('district_id')['A1'])

    # Compute the feature: account ID, district and region for loan amount greater than USD300,000
    result_df = merged_df[merged_df['loan_amount'] > 300000][['account_id', 'district', 'region']]

    return result_df
```",,1,"['account', 'district', 'loan']",call_error: 'A1',,,,,,,
124,"List the loan ID, district and average salary for loan with duration of 60 months.",2,0,"```python
import pandas as pd

def compute_feature(df_account, df_district):
    # Filter accounts with duration of 60 months
    filtered_accounts = df_account[df_account['frequency'] == 60]

    # Merge account and district DataFrames
    merged_df = pd.merge(filtered_accounts, df_district, on='district_id')

    # Group by loan ID and district, then calculate average salary
    result_df = merged_df.groupby(['account_id', 'district_id'])['A2'].mean().reset_index()

    # Rename columns
    result_df.columns = ['loan_id', 'district', 'average_salary']

    return result_df
```

```python
# Example usage
df_account = pd.DataFrame({
    'account_id': [1, 2, 3],
    'district_id': [101, 102, 101],
    'frequency': [30, 60, 45]
})

df_district = pd.DataFrame({
    'district_id': [101, 102, 103],
    'A2': [1000, 2000, 3000]
})

result_df = compute_feature(df_account, df_district)
print(result_df)
```

This will output:

```
   loan_id  district  average_salary
0        2      102       2000.0
```",,1,"['account', 'district', 'loan']",call_error: 'Column not found: A2',,,,,,,
124,"List the loan ID, district and average salary for loan with duration of 60 months.",2,1,"```python
import pandas as pd

def compute_feature(df_account, df_district):
    # Filter the account DataFrame for loans with a duration of 60 months
    filtered_account = df_account[df_account['frequency'] == 60]
    
    # Merge the filtered account DataFrame with the district DataFrame
    merged_df = pd.merge(filtered_account, df_district, on='district_id')
    
    # Calculate the average salary
    merged_df['average_salary'] = merged_df[['A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16']].mean(axis=1)
    
    # Select the required columns
    result_df = merged_df[['account_id', 'district_id', 'average_salary']]
    
    return result_df
```",,1,"['account', 'district', 'loan']","call_error: ""['A2'] not in index""",,,,,,,
124,"List the loan ID, district and average salary for loan with duration of 60 months.",2,2,"```python
import pandas as pd

def compute_feature(df_account, df_district):
    # Filter account DataFrame to get loans with duration of 60 months
    filtered_account = df_account[df_account['frequency'] == 12].copy()
    
    # Calculate duration
    filtered_account['duration'] = (filtered_account['date'].max() - filtered_account['date'].min()).days / 30
    
    # Filter by duration
    filtered_account = filtered_account[filtered_account['duration'] == 60].copy()
    
    # Merge account and district DataFrames
    merged_df = pd.merge(filtered_account, df_district, on='district_id')
    
    # Group by account_id and calculate average salary
    result = merged_df.groupby('account_id')['A2'].mean().reset_index()
    
    # Rename columns
    result.columns = ['loan_id', 'district', 'average_salary']
    
    return result
```

You can use this function by calling it with your DataFrames as arguments:

```python
result = compute_feature(df_account, df_district)
print(result)
```",,1,"['account', 'district', 'loan']",call_error: 'date',,,,,,,
124,"List the loan ID, district and average salary for loan with duration of 60 months.",2,3,"```python
import pandas as pd

def compute_feature(df_account, df_district):
    # Merge account and district DataFrames based on district_id
    merged_df = pd.merge(df_account, df_district, on='district_id')
    
    # Filter the merged DataFrame for loans with duration of 60 months
    filtered_df = merged_df[merged_df['frequency'] == 60]
    
    # Compute average salary for each district
    avg_salary_df = filtered_df.groupby('district_id')[['A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16']].mean().reset_index()
    
    # Rename columns to more meaningful names
    avg_salary_df.columns = ['district_id', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16']
    
    # Merge account DataFrame with average salary DataFrame
    result_df = pd.merge(df_account, avg_salary_df, on='district_id')
    
    # Select required columns
    result_df = result_df[['account_id', 'district_id', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16']]
    
    # Compute average salary for each district
    result_df['average_salary'] = result_df[['A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16']].mean(axis=1)
    
    # Select required columns
    result_df = result_df[['account_id', 'district_id', 'average_salary']]
    
    return result_df
```",,2,"['account', 'district', 'loan']","call_error: ""Columns not found: 'A2'""",,,,,,,
124,"List the loan ID, district and average salary for loan with duration of 60 months.",2,4,"```python
import pandas as pd

def compute_feature(df_account, df_district):
    # Filter account DataFrame to get loans with duration of 60 months
    filtered_account = df_account[df_account['frequency'] == 12]  # Assuming frequency is in months
    
    # Calculate duration in months
    filtered_account['duration'] = (filtered_account['date'].max() - filtered_account['date'].min()).days / 30
    
    # Filter to get loans with duration of 60 months
    filtered_account = filtered_account[filtered_account['duration'] == 60]
    
    # Merge account and district DataFrames
    merged_df = pd.merge(filtered_account, df_district, on='district_id')
    
    # Calculate average salary
    merged_df['average_salary'] = merged_df[['A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16']].mean(axis=1)
    
    # Return required feature
    return merged_df[['account_id', 'district_id', 'average_salary']]
```",,1,"['account', 'district', 'loan']",call_error: 'date',,,,,,,
125,"For loans contracts which are still running where client are in debt, list the district of the and the state the percentage unemployment rate increment from year 1995 to 1996.",2,0,"```python
import pandas as pd

def compute_debt_district_unemployment_rate(df_loan, df_account, df_loan_status):
    # Filter running loans with debt
    running_loans = df_loan[df_loan['status'] != 'paid']
    debt_loans = running_loans[running_loans['amount'] < running_loans['payments']]
    
    # Merge loans with accounts
    merged_loans = pd.merge(debt_loans, df_account, on='account_id')
    
    # Filter loans with account data
    filtered_loans = merged_loans[(merged_loans['date'].dt.year == 1995) | (merged_loans['date'].dt.year == 1996)]
    
    # Group by district and compute unemployment rate increment
    grouped_loans = filtered_loans.groupby('district_id')
    unemployment_rate_increment = grouped_loans['amount'].apply(lambda x: (x[x.dt.year == 1996].mean() - x[x.dt.year == 1995].mean()) / x[x.dt.year == 1995].mean() * 100)
    
    return unemployment_rate_increment
```

```python
# Example usage
loan_df = pd.DataFrame({
    'loan_id': [1, 2, 3],
    'account_id': [101, 102, 103],
    'date': ['1995-01-01', '1996-01-01', '1997-01-01'],
    'amount': [100, 200, 300],
    'duration': [12, 12, 12],
    'payments': [120, 240, 360],
    'status': ['running', 'running', 'paid']
})

account_df = pd.DataFrame({
    'account_id': [101, 102, 103],
    'district_id': [1, 2, 3],
    'frequency': ['monthly', 'quarterly', 'monthly'],
    'date': ['1995-01-01', '1996-01-01', '1997-01-01']
})

loan_status_df = pd.DataFrame({
    'loan_id': [1, 2],
    'status': ['debt', 'debt']
})

unemployment_rate_increment = compute_debt_district_unemployment_rate(loan_df, account_df, loan_status_df)
print(unemployment_rate_increment)
```",,1,"['account', 'district', 'loan']",,"Series([], Name: amount, dtype: int64)",True,False,,,,
