question_id,question,hop_diameter,repeat_idx,qwen_response,final_label,has_disp,hop_diameter_g,error_type
112,"For the female client who was born in 1976/1/29, which district did she opened her account?",1,2,"```python
import pandas as pd

def get_account_district(client_data):
    # Filter the client data to find the specific female client born in 1976/1/29
    filtered_client = client_data[(client_data['gender'] == 'F') & (client_data['birth_date'] == '1976-01-29')]
    
    # Get the district ID of the client
    district_id = filtered_client['district_id'].values[0]
    
    # Join the client DataFrame with the account DataFrame to get the account information
    client_account = pd.merge(filtered_client, account, on='account_id')
    
    # Get the district name from the district DataFrame
    district_name = district[district['district_id'] == district_id]['A2'].values[0]
    
    return district_name
```

In this solution, we first filter the `client` DataFrame to find the row corresponding to the female client born on '1976-01-29'. We then use this filtered data to join with the `account` DataFrame to retrieve the `account_id`. Using the `account_id`, we can further join with the `district` DataFrame to fetch the district name associated with the client's account. The function returns the district name where the female client opened her account.",FA,False,1,overt
112,"For the female client who was born in 1976/1/29, which district did she opened her account?",1,3,"```python
def find_account_opened_district(gender='F', birth_date='1976-01-29'):
    female_clients = client[(client['gender'] == gender) & (client['birth_date'] == birth_date)]
    accounts_opened_by_females = account[account['client_id'].isin(female_clients['client_id'])]
    return accounts_opened_by_females['district_id'].unique()
```",FA,False,1,overt
112,"For the female client who was born in 1976/1/29, which district did she opened her account?",1,4,"```python
import pandas as pd

def get_district_for_female_client(birth_date):
    # Filter clients based on gender and birth date
    female_clients = client[(client['gender'] == 'F') & (client['birth_date'] == birth_date)]
    
    # Get the account IDs of the filtered female clients
    female_accounts = disp[disp['client_id'].isin(female_clients['client_id'])]['account_id']
    
    # Get the districts where these accounts were opened
    districts = account[account['account_id'].isin(female_accounts)]['district_id']
    
    return districts.unique()

# Example usage
female_client_birth_date = '1976-01-29'
result = get_district_for_female_client(female_client_birth_date)
print(result)
```",FA,False,1,overt
113,"For the client who applied 98832 USD loan in 1996/1/3, when was his/her birthday?",3,0,"```python
def get_birthday_for_loan(amount, year):
    # Merge loan and client tables based on account_id
    merged_df = pd.merge(loan, client, on='account_id')
    
    # Filter rows where loan amount is 98832 USD and year is 1996
    filtered_df = merged_df[(filtered_df['amount'] == amount) & (filtered_df['date'].dt.year == year)]
    
    # Extract birth_date from the filtered DataFrame
    birth_date = filtered_df['birth_date'].iloc[0]
    
    return birth_date

# Example usage
amount = 98832
year = 1996
birthday = get_birthday_for_loan(amount, year)
print(birthday)
```",FA,True,3,overt
113,"For the client who applied 98832 USD loan in 1996/1/3, when was his/her birthday?",3,1,"```python
import pandas as pd

def get_birthday_for_loan(account_id, loan_amount, loan_date):
    # Merge loan and client dataframes on account_id
    merged_data = pd.merge(loan, client, on='account_id')
    
    # Filter the merged dataframe to find the specific loan record
    specific_record = merged_data[(merged_data['amount'] == loan_amount) & 
                               (merged_data['date'].dt.year == loan_date.year)]
    
    # Return the birth_date of the client from the specific record
    return specific_record['birth_date'].values[0]

# Example usage:
# birthday = get_birthday_for_loan('your_account_id', 98832, pd.to_datetime('1996-01-03'))
```

Please replace `'your_account_id'` with the actual `account_id` you want to query. The function `get_birthday_for_loan` takes an `account_id`, `loan_amount`, and `loan_date` as inputs and returns the birthdate of the client who applied for the specified loan.",FA,True,3,overt
113,"For the client who applied 98832 USD loan in 1996/1/3, when was his/her birthday?",3,2,"```python
def get_birthday_of_client_with_loan(df_account, df_client, df_loan):
    # Filter the loan DataFrame to find the client who applied a 98832 USD loan on 1996/1/3
    loan_filtered = df_loan[(df_loan['amount'] == 98832) & (df_loan['date'].dt.strftime('%Y-%m-%d') == '1996-01-03')]
    
    # Get the account_id of the client from the filtered loan DataFrame
    account_id = loan_filtered['account_id'].values[0]
    
    # Join the account DataFrame with the client DataFrame to get the client's information
    client_info = pd.merge(df_account, df_client, left_on='district_id', right_on='district_id')
    
    # Filter the client information DataFrame to find the client with the matching account_id
    client_filtered = client_info[client_info['account_id'] == account_id]
    
    # Get the birth_date of the client
    birth_date = client_filtered['birth_date'].values[0]
    
    return birth_date
```",FA,True,3,overt
113,"For the client who applied 98832 USD loan in 1996/1/3, when was his/her birthday?",3,3,"```python
def get_client_birthday(account_id):
    # Find the loan record with the specified amount and date
    loan_record = loan[(loan['account_id'] == account_id) & (loan['amount'] == 98832) & (loan['date'] == '1996-01-03')]
    
    if not loan_record.empty:
        # Get the client ID from the loan record
        client_id = loan_record['client_id'].iloc[0]
        
        # Find the client's birthday
        client_birthday = client.loc[client['client_id'] == client_id, 'birth_date']
        
        return client_birthday.iloc[0]
    else:
        return None
```",FA,True,3,overt
113,"For the client who applied 98832 USD loan in 1996/1/3, when was his/her birthday?",3,4,"```python
def get_birthday_for_loan(amount, year, month, day):
    # Merge loan and client tables based on account_id
    merged_df = pd.merge(loan, client, on='account_id')
    
    # Filter the DataFrame to find the specific loan record
    filtered_df = merged_df[(merged_df['amount'] == amount) & 
                           (merged_df['date'].dt.year == year) & 
                           (merged_df['date'].dt.month == month) & 
                           (merged_df['date'].dt.day == day)]
    
    # Extract the birth_date from the filtered DataFrame
    if not filtered_df.empty:
        return filtered_df.iloc[0]['birth_date']
    else:
        return None

# Example usage
birthday = get_birthday_for_loan(98832, 1996, 1, 3)
print(birthday)
```",FA,True,3,overt
114,"For the first client who opened his/her account in Prague, what is his/her account ID?",1,0,"```python
import pandas as pd

def get_first_client_account_id(prague_district_id):
    # Filter the 'district' table to find the row where A1 equals 'Prague'
    prague_row = district[district['A1'] == prague_district_id]
    
    # Get the 'district_id' from the filtered row
    prague_district_id = prague_row['district_id'].values[0]
    
    # Join the 'account' and 'client' tables on 'district_id' to find accounts opened in Prague
    joined_df = pd.merge(account, client, left_on='district_id', right_on='district_id')
    
    # Filter the joined DataFrame to include only rows where the district_id matches the one found earlier
    prague_accounts = joined_df[joined_df['district_id'] == prague_district_id]
    
    # Sort the DataFrame by the 'date' column to get the oldest account first
    sorted_accounts = prague_accounts.sort_values(by='date')
    
    # Get the 'account_id' of the first account in the sorted DataFrame
    first_client_account_id = sorted_accounts['account_id'].values[0]
    
    return first_client_account_id
```

This function filters the 'district' table to find the row where 'A1' equals 'Prague', then joins the 'account' and 'client' tables on 'district_id' to find accounts opened in Prague. It sorts the resulting DataFrame by the 'date' column to get the oldest account first and returns the 'account_id' of the first account in the sorted DataFrame.",FA,False,1,overt
114,"For the first client who opened his/her account in Prague, what is his/her account ID?",1,1,"```python
import pandas as pd

def get_first_client_account(prague_code):
    prague_districts = ['A' + str(i) for i in range(2, 17)]
    prague_accounts = account[account['district_id'].isin(prague_districts)][['client_id', 'date']]
    first_clients = prague_accounts.groupby('client_id').min().reset_index()
    first_client_id = first_clients.iloc[0]['client_id']
    return account[account['client_id'] == first_client_id]['account_id'].iloc[0]
```",FA,False,1,overt
114,"For the first client who opened his/her account in Prague, what is his/her account ID?",1,2,"```python
import pandas as pd

def get_first_client_account_id(prague_code):
    prague_district = district[district['A1'] == prague_code]
    prague_accounts = account[account['district_id'].isin(prague_district['district_id'])]
    first_client_account = prague_accounts.sort_values(by='date').head(1)['account_id']
    return first_client_account.values[0]

# Example usage
prague_code = 'Prague'
first_client_account_id = get_first_client_account_id(prague_code)
print(first_client_account_id)
```",FA,False,1,overt
114,"For the first client who opened his/her account in Prague, what is his/her account ID?",1,3,"```python
import pandas as pd

def get_first_client_account(prague_code):
    prague_clients = client[client['district_id'] == prague_code]
    first_opened_account = prague_clients.sort_values(by='birth_date').head(1)['account_id'].values[0]
    return first_opened_account
```",FA,False,1,overt
114,"For the first client who opened his/her account in Prague, what is his/her account ID?",1,4,"```python
def get_first_client_account_id(prague_code):
    prague_clients = client[client['district_id'] == prague_code]
    first_client_account = account[account['client_id'].isin(prague_clients['client_id'])].sort_values(by='date').head(1)
    return first_client_account['account_id'].values[0]
```",FA,False,1,overt
115,"For the branch which located in the south Bohemia with biggest number of inhabitants, what is the percentage of the male clients?",1,0,"```python
import pandas as pd

def calculate_male_percentage():
    # Filter the district to find the one in the south Bohemia with the biggest number of inhabitants
    south_bohemia_district = district[(district['A2'] == 'south') & (district['A3'] == 'Bohemia')].idxmax()
    
    # Get the clients from the filtered district
    district_clients = client[client['district_id'] == south_bohemia_district]
    
    # Calculate the percentage of male clients
    total_clients = len(district_clients)
    male_clients = sum(district_clients['gender'] == 'male')
    male_percentage = (male_clients / total_clients) * 100
    
    return male_percentage
```",FA,False,1,overt
115,"For the branch which located in the south Bohemia with biggest number of inhabitants, what is the percentage of the male clients?",1,1,"```python
import pandas as pd

def calculate_male_client_percentage():
    # Filter districts in south Bohemia
    south_bohemia_districts = ['A2', 'A3', 'A4', 'A5', 'A6']
    filtered_districts = district[district['A2'].isin(south_bohemia_districts)]
    
    # Join client and district dataframes to get district information for each client
    client_with_district = client.merge(filtered_districts, on='district_id')
    
    # Count the number of male clients in the filtered districts
    total_male_clients = client_with_district[client_with_district['gender'] == 'M']['client_id'].count()
    
    # Calculate the total number of clients in the filtered districts
    total_clients = client_with_district['client_id'].count()
    
    # Calculate the percentage of male clients
    male_percentage = (total_male_clients / total_clients) * 100
    
    return male_percentage
```

This function filters the districts in south Bohemia, joins the client and district dataframes to get district information for each client, counts the number of male clients in the filtered districts, calculates the total number of clients in the filtered districts, and finally calculates the percentage of male clients.",semantic,False,1,covert
115,"For the branch which located in the south Bohemia with biggest number of inhabitants, what is the percentage of the male clients?",1,2,"```python
import pandas as pd

def calculate_male_percentage():
    # Join client and district tables to get the district information for each client
    client_district = pd.merge(client, district, left_on='district_id', right_index=True)
    
    # Filter districts in the south Bohemia with the biggest number of inhabitants
    south_bohemia_districts = client_district[client_district['A14'] == 'S']
    
    # Calculate the total number of clients in these districts
    total_clients = south_bohemia_districts.shape[0]
    
    # Calculate the number of male clients
    male_clients = south_bohemia_districts[south_bohemia_districts['gender'] == 'M'].shape[0]
    
    # Calculate the percentage of male clients
    male_percentage = (male_clients / total_clients) * 100
    
    return male_percentage
```",FA,False,1,overt
115,"For the branch which located in the south Bohemia with biggest number of inhabitants, what is the percentage of the male clients?",1,3,"```python
import pandas as pd

def calculate_male_client_percentage():
    # Filter districts in South Bohemia with the biggest number of inhabitants
    south_bohemia_districts = district[district['A1'] == 'South Bohemia'].head(1)['district_id']
    
    # Get clients from these districts
    clients_in_south_bohemia = client[client['district_id'].isin(south_bohemia_districts)]
    
    # Calculate the percentage of male clients
    total_clients = len(clients_in_south_bohemia)
    male_clients = sum(clients_in_south_bohemia['gender'] == 'M')
    male_percentage = (male_clients / total_clients) * 100
    
    return male_percentage
```",FA,False,1,overt
115,"For the branch which located in the south Bohemia with biggest number of inhabitants, what is the percentage of the male clients?",1,4,"```python
def calculate_male_client_percentage():
    # Filter the district to find the one in the south Bohemia with the biggest number of inhabitants
    south_bohemia_district = district[(district['A2'] == 'south') & (district['A3'] == 'Bohemia')].sort_values(by='A15', ascending=False).head(1)['district_id'].values[0]
    
    # Join the client and district dataframes to get the gender of clients from the south Bohemia district
    south_bohemia_clients = client.merge(district, left_on='district_id', right_on='district_id')
    south_bohemia_males = south_bohemia_clients[south_bohemia_clients['A15'] == south_bohemia_district]['gender'].value_counts()
    
    # Calculate the percentage of male clients
    total_clients = south_bohemia_males.sum()
    male_percentage = (south_bohemia_males.get('M', 0) / total_clients) * 100
    
    return male_percentage
```",FA,False,1,overt
116,"For the client whose loan was approved first in 1993/7/5, what is the increase rate of his/her account balance from 1993/3/22 to 1998/12/27?",2,0,"```python
import pandas as pd

def calculate_balance_increase_rate(account_data, loan_data, trans_data):
    # Find the first approved loan date for each client
    first_loan_dates = loan_data[loan_data['status'] == 'APPROVED'].groupby('account_id')['date'].min().reset_index()
    
    # Merge with account data to get district information
    first_loan_dates = first_loan_dates.merge(account_data[['account_id', 'district_id']], on='account_id')
    
    # Filter transactions within the specified date range
    filtered_trans = trans_data[(trans_data['date'] >= '1993-03-22') & (trans_data['date'] <= '1998-12-27')]
    
    # Calculate the total balance change for each account
    balance_changes = filtered_trans.groupby('account_id').agg({'balance': 'sum'}).reset_index()
    
    # Merge with the first loan dates and district information
    result = first_loan_dates.merge(balance_changes, on='account_id')
    
    # Calculate the increase rate
    result['increase_rate'] = result['balance'] / result['balance'].shift(-1) - 1
    
    return result

# Assuming account_df, loan_df, and trans_df are your DataFrame objects
result = calculate_balance_increase_rate(account_df, loan_df, trans_df)
print(result)
```",semantic,False,2,covert
116,"For the client whose loan was approved first in 1993/7/5, what is the increase rate of his/her account balance from 1993/3/22 to 1998/12/27?",2,1,"```python
import pandas as pd

def calculate_balance_increase_rate(account_df, client_df, loan_df, trans_df):
    # Find the client's ID who had their loan approved on 1993/7/5
    client_id = loan_df[(loan_df['date'] == '1993-07-05') & (loan_df['status'] == 'APPROVED')]['client_id'].iloc[0]
    
    # Filter transactions for the client between 1993/3/22 and 1998/12/27
    start_date = '1993-03-22'
    end_date = '1998-12-27'
    client_trans = trans_df[(trans_df['account_id'].isin(account_df[account_df['client_id'] == client_id]['account_id'])) &
                           (trans_df['date'] >= start_date) & (trans_df['date'] <= end_date)]
    
    # Calculate the initial and final balances
    initial_balance = client_trans[client_trans['date'] == start_date]['balance'].sum()
    final_balance = client_trans[client_trans['date'] == end_date]['balance'].sum()
    
    # Calculate the increase rate
    balance_increase_rate = ((final_balance - initial_balance) / initial_balance) * 100
    
    return balance_increase_rate
```",FA,False,2,overt
116,"For the client whose loan was approved first in 1993/7/5, what is the increase rate of his/her account balance from 1993/3/22 to 1998/12/27?",2,2,"```python
import pandas as pd

def calculate_balance_increase_rate(account_data):
    # Merge necessary dataframes to get the required information
    merged_df = pd.merge(account_data, loan_data, on='account_id')
    merged_df = pd.merge(merged_df, trans_data, on='account_id')
    
    # Filter for loans approved on 1993/7/5
    filtered_df = merged_df[(merged_df['date'] == '1993/7/5') & (merged_df['status'] == 'approved')]
    
    # Get the initial and final dates
    initial_date = '1993/3/22'
    final_date = '1998/12/27'
    
    # Calculate the balance increase
    initial_balance = filtered_df[filtered_df['date'] == initial_date]['balance'].values[0]
    final_balance = filtered_df[filtered_df['date'] == final_date]['balance'].values[-1]
    balance_increase = final_balance - initial_balance
    
    # Calculate the increase rate
    increase_rate = balance_increase / initial_balance if initial_balance != 0 else None
    
    return increase_rate
```

Note: The actual implementation may vary based on the structure and content of your dataframes. This code assumes that the 'date' columns are in string format and the 'balance' column represents the account balance at the time of the transaction. Adjustments may be needed based on the actual data formats and structures.",FA,False,2,overt
116,"For the client whose loan was approved first in 1993/7/5, what is the increase rate of his/her account balance from 1993/3/22 to 1998/12/27?",2,3,"```python
import pandas as pd

def calculate_balance_increase_rate(account_df, loan_df, trans_df):
    # Find the first approved loan for each client
    first_loan = loan_df[loan_df['status'] == 'A'].sort_values(by=['client_id', 'date']).groupby('client_id').first().reset_index()
    
    # Merge the first loan with the account and transaction dataframes
    merged_data = pd.merge(first_loan, account_df, on='account_id')
    merged_data = pd.merge(merged_data, trans_df, on='account_id')
    
    # Filter transactions between the specified dates
    filtered_trans = merged_data[(merged_data['date_x'] >= '1993-03-22') & (merged_data['date_x'] <= '1998-12-27')]
    
    # Calculate the total balance change
    balance_change = filtered_trans['balance'].iloc[-1] - filtered_trans['balance'].iloc[0]
    
    # Calculate the increase rate
    increase_rate = balance_change / filtered_trans['balance'].iloc[0] * 100
    
    return increase_rate
```

This function calculates the increase rate of an account balance for clients whose loans were approved first in a specific date. It filters transactions within the given time frame and computes the percentage increase in balance.",FA,False,2,overt
116,"For the client whose loan was approved first in 1993/7/5, what is the increase rate of his/her account balance from 1993/3/22 to 1998/12/27?",2,4,"```python
import pandas as pd

def calculate_balance_increase_rate():
    # Merge necessary tables to get the required information
    merged_data = pd.merge(
        loan[loan['status'] == 'APPROVED'],
        account,
        on='account_id'
    ).merge(
        client,
        on='client_id'
    ).merge(
        trans[(trans['date'] >= '1993-03-22') & (trans['date'] <= '1998-12-27')],
        on='account_id'
    )

    # Filter data for the specific date
    filtered_data = merged_data[merged_data['date'] == '1993-07-05']

    # Calculate the initial and final balances
    initial_balance = filtered_data.loc[filtered_data['date'] == '1993-03-22', 'balance'].values[0]
    final_balance = filtered_data.loc[filtered_data['date'] == '1998-12-27', 'balance'].values[0]

    # Calculate the increase rate
    increase_rate = ((final_balance - initial_balance) / initial_balance) * 100 if initial_balance != 0 else 0

    return increase_rate
```",FA,False,2,overt
119,"For accounts in 1993 with statement issued after transaction, list the account ID, district name and district region.",1,0,"```python
import pandas as pd

def get_account_info(df_account, df_district):
    # Filter accounts from 1993
    df_account_1993 = df_account[(df_account['date'].dt.year == 1993)]
    
    # Merge account data with district data to get district names
    df_merged = pd.merge(df_account_1993, df_district, left_on='district_id', right_index=True)
    
    return df_merged[['account_id', 'A2', 'A3']]
```",FA,False,1,overt
119,"For accounts in 1993 with statement issued after transaction, list the account ID, district name and district region.",1,1,"```python
import pandas as pd

def get_account_info(df_account, df_client, df_district):
    # Filter accounts opened in 1993
    df_account_1993 = df_account[df_account['date'].dt.year == 1993]
    
    # Merge account information with client information to get district_id
    merged_df = pd.merge(df_account_1993, df_client[['client_id', 'district_id']], on='client_id')
    
    # Merge with district information to get district details
    final_df = pd.merge(merged_df, df_district, on='district_id')
    
    return final_df[['account_id', 'A2', 'A3']]
```",FA,False,1,overt
119,"For accounts in 1993 with statement issued after transaction, list the account ID, district name and district region.",1,2,"```python
import pandas as pd

def get_account_details(accounts_df, cards_df, clients_df, districts_df):
    # Filter accounts opened in 1993
    accounts_1993 = accounts_df[accounts_df['date'].dt.year == 1993]
    
    # Merge accounts with clients to get district_id
    accounts_with_clients = pd.merge(accounts_1993, clients_df, left_on='client_id', right_on='client_id')
    
    # Merge accounts with districts to get district details
    accounts_with_districts = pd.merge(accounts_with_clients, districts_df, left_on='district_id', right_on='district_id')
    
    return accounts_with_districts[['account_id', 'A1', 'A2']]
```",FA,False,1,overt
119,"For accounts in 1993 with statement issued after transaction, list the account ID, district name and district region.",1,3,"```python
import pandas as pd

def get_account_info(df_account, df_district):
    # Filter accounts from 1993
    df_account_1993 = df_account[(df_account['date'].dt.year == 1993)]
    
    # Merge with district table to get district_name
    df_merged = pd.merge(df_account_1993, df_district, on='district_id')
    
    return df_merged[['account_id', 'A1', 'A2']]
```

This function filters the `account` DataFrame to include only those records where the year of the `date` column is 1993. It then merges this filtered DataFrame with the `district` DataFrame on the `district_id` column to obtain the district name (`A1`) and district region (`A2`). The resulting DataFrame includes the `account_id`, `district_name`, and `district_region`.",FA,False,1,overt
119,"For accounts in 1993 with statement issued after transaction, list the account ID, district name and district region.",1,4,"```python
import pandas as pd

def get_account_details(account_df, card_df, client_df, disp_df, district_df, loan_df, order_df, trans_df):
    # Merge account and trans tables to get transactions related to each account
    account_trans = pd.merge(account_df, trans_df, how='left', left_on='account_id', right_on='account_id')
    
    # Filter transactions to include only those from 1993
    account_trans['date'] = pd.to_datetime(account_trans['date'])
    account_1993 = account_trans[account_trans['date'].dt.year == 1993]
    
    # Merge account_1993 with disp table to get the corresponding disp_id
    account_disp = pd.merge(account_1993, disp_df, how='left', left_on='account_id', right_on='account_id')
    
    # Merge account_disp with client table to get the client details
    account_client = pd.merge(account_disp, client_df, how='left', left_on='client_id', right_on='client_id')
    
    # Merge account_client with district table to get the district details
    account_district = pd.merge(account_client, district_df, how='left', left_on='district_id', right_on='district_id')
    
    # Select required columns
    result = account_district[['account_id', 'A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16']]
    
    return result
```

This function merges multiple tables to filter accounts with transactions in 1993 and then selects the required columns from the district table to get the district name and region.",FA,False,1,overt
120,"From Year 1995 to 2000, who are the accounts holders from 'east Bohemia'. State the account ID the frequency of statement issuance.",1,0,"```python
import pandas as pd

def get_accounts_from_east_bohemia(start_year=1995, end_year=2000):
    # Filter districts in east Bohemia
    east_bohemia_districts = ['A1', 'A2', 'A3']
    
    # Filter accounts within the specified time range and districts
    filtered_accounts = account[(account['date'].dt.year >= start_year) & 
                               (account['date'].dt.year <= end_year) & 
                               (account['district_id'].isin(east_bohemia_districts))]
    
    # Group by account_id and calculate the frequency of statement issuance
    result = filtered_accounts.groupby('account_id')['frequency'].sum().reset_index()
    
    return result
```

This function filters the `account` DataFrame to include only those records where the date is between 1995 and 2000, and the district is one of 'A1', 'A2', or 'A3' (representing 'east Bohemia'). It then groups the results by `account_id` and calculates the sum of `frequency`, which represents the total number of statements issued per account. The resulting DataFrame contains `account_id` and the corresponding frequency of statement issuance.",FA,False,1,overt
120,"From Year 1995 to 2000, who are the accounts holders from 'east Bohemia'. State the account ID the frequency of statement issuance.",1,1,"```python
import pandas as pd

def get_accounts_and_frequency():
    # Filter the district table to get the district IDs for 'east Bohemia'
    east_bohemia_districts = district[district['A1'] == 'east Bohemia']['district_id']
    
    # Filter the account table to get accounts within 'east Bohemia' between 1995 and 2000
    filtered_accounts = account[(account['date'].dt.year >= 1995) & (account['date'].dt.year <= 2000) & (account['district_id'].isin(east_bohemia_districts))]
    
    # Group by account_id and calculate the frequency of statement issuance
    result = filtered_accounts.groupby('account_id')['frequency'].sum().reset_index()
    
    return result
```",FA,False,1,overt
120,"From Year 1995 to 2000, who are the accounts holders from 'east Bohemia'. State the account ID the frequency of statement issuance.",1,2,"```python
import pandas as pd

def get_account_holders(start_year, end_year, district_name):
    # Filter accounts within the specified year range and district
    filtered_accounts = account[(account['date'].dt.year >= start_year) & 
                               (account['date'].dt.year <= end_year) &
                               (district['A2'] == district_name)]
    
    # Merge with district table to get the district name
    merged_accounts = pd.merge(filtered_accounts, district, left_on='district_id', right_index=True)
    
    # Group by account_id and calculate the frequency of statement issuance
    result = merged_accounts.groupby('account_id').size().reset_index(name='frequency')
    
    return result

# Assuming 'account' DataFrame has a 'date' column in datetime format
start_year = 1995
end_year = 2000
district_name = 'east Bohemia'
result = get_account_holders(start_year, end_year, district_name)
print(result)
```",FA,False,1,overt
120,"From Year 1995 to 2000, who are the accounts holders from 'east Bohemia'. State the account ID the frequency of statement issuance.",1,3,"```python
import pandas as pd

def get_accounts_from_east_bohemia(start_year, end_year):
    # Filter the district DataFrame to get the rows where A2 is 'east Bohemia'
    east_bohemia_districts = district[district['A2'] == 'east Bohemia']
    
    # Merge the account DataFrame with the filtered district DataFrame on district_id
    merged_df = account.merge(east_bohemia_districts, on='district_id')
    
    # Filter the merged DataFrame to include only the years between 1995 and 2000
    filtered_df = merged_df[(merged_df['date'].dt.year >= start_year) & (merged_df['date'].dt.year <= end_year)]
    
    # Group by account_id and calculate the sum of frequency
    result = filtered_df.groupby('account_id')['frequency'].sum().reset_index()
    
    return result
```",FA,False,1,overt
120,"From Year 1995 to 2000, who are the accounts holders from 'east Bohemia'. State the account ID the frequency of statement issuance.",1,4,"```python
import pandas as pd

def get_account_holders():
    # Filter the data for the years 1995 to 2000
    filtered_data = loan[(loan['date'].dt.year >= 1995) & (loan['date'].dt.year <= 2000)]
    
    # Join the necessary tables to get the required information
    joined_data = pd.merge(filtered_data, account, on='account_id')
    joined_data = pd.merge(joined_data, district, on='district_id')
    
    # Filter the data for 'east Bohemia'
    east_bohemia_data = joined_data[joined_data['A1'] == 'east Bohemia']
    
    # Select the required columns and group by account ID and calculate the frequency
    result = east_bohemia_data.groupby(['account_id', 'frequency']).size().reset_index(name='count')
    
    return result[['account_id', 'frequency', 'count']]
```",FA,False,1,overt
121,List account ID and account opening date for accounts from 'Prachatice'.,1,1,"```python
import pandas as pd

def get_account_info(prachatice_district):
    # Filter accounts in Prachatice district
    prachatice_accounts = account[account['district_id'] == prachatice_district]
    
    # Get unique account IDs and their first occurrence dates (account opening dates)
    account_info = prachatice_accounts.groupby('account_id')['date'].min().reset_index()
    
    return account_info
```

This function filters the `account` DataFrame to include only those records where the `district_id` is 'Prachatice'. It then groups these records by `account_id` and selects the minimum `date` for each group, which represents the account opening date. The result is returned as a DataFrame containing the `account_id` and its corresponding opening date.",FA,False,1,overt
121,List account ID and account opening date for accounts from 'Prachatice'.,1,4,"```python
import pandas as pd

def get_account_info(prachatice_district):
    # Assuming 'account' DataFrame is named 'df_account'
    filtered_accounts = df_account[df_account['district_id'] == prachatice_district]
    result = filtered_accounts[['account_id', 'date']]
    return result
```

In this solution, we define a function `get_account_info` that takes `prachatice_district` as an argument. We then filter the 'account' DataFrame to include only rows where the 'district_id' matches the provided district name. The function returns a DataFrame containing the 'account_id' and 'date' columns of these filtered records. This effectively lists the account IDs and their opening dates for accounts located in 'Prachatice'.",FA,False,1,overt
122,State the district and region for loan ID '4990'.,2,0,"```python
import pandas as pd

def get_loan_district_region(loan_id):
    # Join loan table with account table to get district_id
    loan_account = pd.merge(loan, account, on='account_id')
    
    # Filter the row where loan_id is 4990
    filtered_row = loan_account[loan_account['loan_id'] == loan_id]
    
    # Get the district_id from the filtered row
    district_id = filtered_row['district_id'].values[0]
    
    # Join district table with the result to get A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14, A15, A16
    district_info = pd.merge(filtered_row, district, on='district_id')
    
    # Extract A2 to A16 columns
    region_info = district_info[['A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16']]
    
    return district_id, region_info.values[0].tolist()
```

This function first joins the `loan` DataFrame with the `account` DataFrame to retrieve the `district_id` associated with the given `loan_id`. It then filters the rows in the joined DataFrame to find the specific row corresponding to the `loan_id`. After extracting the `district_id`, it performs another join with the `district` DataFrame to fetch the regional information (A2 to A16). Finally, it returns both the `district_id` and the list of regional attributes.",FA,False,2,overt
122,State the district and region for loan ID '4990'.,2,1,"```python
import pandas as pd

def get_district_and_region_for_loan(loan_id):
    # Merge loan DataFrame with account DataFrame to get account details
    loan_account = pd.merge(loan, account, on='account_id')
    
    # Merge result with district DataFrame to get district details
    district_info = pd.merge(loan_account, district, on='district_id')
    
    # Filter the result by the given loan ID
    result = district_info[district_info['loan_id'] == loan_id][['A2', 'A3']]
    
    return result
```

This function first merges the `loan` DataFrame with the `account` DataFrame to obtain the necessary account details. Then, it merges the result with the `district` DataFrame to retrieve the district information. Finally, it filters the merged DataFrame by the specified loan ID and returns the relevant district and region columns (`A2` and `A3`).",FA,False,2,overt
122,State the district and region for loan ID '4990'.,2,2,"```python
import pandas as pd

def get_district_and_region_for_loan(loan_id):
    # Join loan and account tables to get district_id
    loan_account = loan.merge(account, left_on='account_id', right_on='account_id')
    
    # Filter the joined table to get the specific loan ID
    specific_loan = loan_account[loan_account['loan_id'] == loan_id]
    
    # Get the district_id from the filtered table
    district_id = specific_loan.iloc[0]['district_id']
    
    # Join district table to get A2 and A3 values
    district_info = district[district['district_id'] == district_id]
    
    # Extract A2 and A3 values
    A2_value = district_info.iloc[0]['A2']
    A3_value = district_info.iloc[0]['A3']
    
    return A2_value, A3_value
```",FA,False,2,overt
122,State the district and region for loan ID '4990'.,2,3,"```python
def get_loan_district_region(loan_id):
    loan_info = loan[loan['loan_id'] == loan_id]
    if not loan_info.empty:
        account_id = loan_info['account_id'].values[0]
        district_info = account[account['account_id'] == account_id]
        if not district_info.empty:
            district_id = district_info['district_id'].values[0]
            district_row = district[district['district_id'] == district_id]
            if not district_row.empty:
                return (district_row['A2'].values[0], district_row['A3'].values[0])
    return None
```",FA,False,2,overt
